Accession	Gene	Locus_tag	Start	End	Length
CP001363	yccW	STM14_1225	1129089	1130456	1368
CP001363	yccX	STM14_1228	1131917	1132198	282
CP001363	yccK	STM14_1229	1132195	1132524	330
CP001363	yccA	STM14_1230	1132611	1133270	660
CP001363	serT	STM14_1231	1133665	1133752	88
CP001363	pipA	STM14_1232	1133891	1134571	681
CP001363	pipB	STM14_1233	1134793	1135668	876
CP001363	pipC	STM14_1236	1136216	1136557	342
CP001363	sopB	STM14_1237	1136574	1138259	1686
CP001363	orfX	STM14_1238	1138591	1138761	171
CP001363	pipD	STM14_1240	1138981	1140543	1563
CP001363	copS	STM14_1241	1140623	1141987	1365
CP001363	copR	STM14_1242	1141980	1142660	681
CP001363	hpaC	STM14_1246	1143539	1144051	513
CP001363	hpaB	STM14_1247	1144069	1145631	1563
CP001363	hpaR	STM14_1248	1145849	1146289	441
CP001363	hpaG	STM14_1250	1146564	1147853	1290
CP001363	hpaE	STM14_1251	1147850	1149316	1467
CP001363	hpaD	STM14_1252	1149318	1150169	852
CP001363	hpaF	STM14_1253	1150179	1150559	381
CP001363	hpaH	STM14_1255	1150702	1151505	804
CP001363	hpaI	STM14_1256	1151516	1152307	792
CP001363	hpaX	STM14_1257	1152379	1153755	1377
CP001363	hpaA	STM14_1258	1153765	1154661	897
CP001363	yccD	STM14_1263	1157037	1157342	306
CP001363	cbpA	STM14_1264	1157342	1158262	921
CP001363	scsA	STM14_1266	1158497	1158859	363
CP001363	scsB	STM14_1267	1158908	1160794	1887
CP001363	scsC	STM14_1268	1160791	1161414	624
CP001363	scsD	STM14_1269	1161404	1161910	507
CP001363	agp	STM14_1270	1162043	1163284	1242
CP001363	yccJ	STM14_1271	1163318	1163545	228
CP001363	wraB	STM14_1272	1163566	1164162	597
CP001363	ycdF	STM14_1274	1164510	1164617	108
CP001363	ymdF	STM14_1275	1164547	1164714	168
CP001363	ycdC	STM14_1276	1164851	1165489	639
CP001363	putA	STM14_1278	1165940	1170039	4100
CP001363	putP	STM14_1281	1170324	1171832	1509
CP001363	phoH	STM14_1284	1172590	1173513	924
CP001363	serX	STM14_1297	1182902	1182989	88
CP001363	ycdW	STM14_1299	1183226	1184164	939
CP001363	ycdX	STM14_1300	1184249	1184986	738
CP001363	ycdY	STM14_1301	1185010	1185564	555
CP001363	ycdZ	STM14_1302	1185617	1186147	531
CP001363	csgG	STM14_1303	1186186	1187019	834
CP001363	csgF	STM14_1304	1187046	1187462	417
CP001363	csgE	STM14_1305	1187489	1187884	396
CP001363	csgD	STM14_1306	1187889	1188539	651
CP001363	csgB	STM14_1309	1189294	1189749	456
CP001363	csgA	STM14_1310	1189791	1190246	456
CP001363	csgC	STM14_1311	1190308	1190634	327
CP001363	ymdA	STM14_1312	1190765	1191085	321
CP001363	ymdC	STM14_1314	1191649	1193136	1488
CP001363	mdoC	STM14_1315	1193153	1194307	1155
CP001363	mdoG	STM14_1317	1194579	1196114	1536
CP001363	mdoH	STM14_1318	1196107	1198650	2544
CP001363	yceK	STM14_1319	1198724	1198951	228
CP001363	msyB	STM14_1320	1198952	1199326	375
CP001363	yceE	STM14_1321	1199408	1200622	1215
CP001363	htrB	STM14_1323	1200777	1201697	921
CP001363	yceA	STM14_1324	1201917	1202969	1053
CP001363	yceI	STM14_1325	1203021	1203596	576
CP001363	yceO	STM14_1328	1204428	1204541	114
CP001363	solA	STM14_1329	1204582	1205700	1119
CP001363	bssS	STM14_1330	1205813	1206067	255
CP001363	dinI	STM14_1331	1206357	1206602	246
CP001363	pyrC	STM14_1332	1206676	1207722	1047
CP001363	yceB	STM14_1333	1207827	1208387	561
CP001363	grxB	STM14_1334	1208512	1209159	648
CP001363	yceL	STM14_1335	1209223	1210431	1209
CP001363	rimJ	STM14_1336	1210668	1211252	585
CP001363	yceH	STM14_1337	1211288	1211935	648
CP001363	mviM	STM14_1338	1211937	1212860	924
CP001363	mviN	STM14_1340	1213125	1214699	1575
CP001363	flgN	STM14_1341	1214781	1215203	423
CP001363	flgM	STM14_1342	1215208	1215501	294
CP001363	flgA	STM14_1343	1215593	1216252	660
CP001363	flgB	STM14_1345	1216409	1216825	417
CP001363	flgC	STM14_1346	1216829	1217233	405
CP001363	flgD	STM14_1347	1217245	1217943	699
CP001363	flgE	STM14_1348	1217970	1219181	1212
CP001363	flgF	STM14_1349	1219202	1219957	756
CP001363	flgG	STM14_1350	1219971	1220753	783
CP001363	flgH	STM14_1351	1220808	1221506	699
CP001363	flgI	STM14_1352	1221518	1222615	1098
CP001363	flgJ	STM14_1353	1222615	1223565	951
CP001363	flgK	STM14_1354	1223630	1225291	1662
CP001363	flgL	STM14_1355	1225306	1226259	954
CP001363	rne	STM14_1357	1226516	1229719	3204
CP001363	rluC	STM14_1359	1230209	1231252	1044
CP001363	maf_1	STM14_1362	1232653	1233237	585
CP001363	yceD	STM14_1363	1233435	1233956	522
CP001363	rpmF	STM14_1364	1234008	1234181	174
CP001363	nadR	STM14_5501	4848560	4849873	1314
CP001363	yjjK	STM14_5502	4849991	4851658	1668
CP001363	slt	STM14_5503	4851867	4853804	1938
CP001363	trpR	STM14_5504	4853862	4854188	327
CP001363	yjjX	STM14_5505	4854290	4854805	516
CP001363	gpmB	STM14_5506	4854854	4855501	648
CP001363	rob	STM14_5507	4855498	4856367	870
CP001363	creA	STM14_5508	4856579	4857052	474
CP001363	creB	STM14_5509	4857065	4857754	690
CP001363	creC	STM14_5510	4857754	4859178	1425
CP001363	creD	STM14_5511	4859236	4860585	1350
CP001363	sthE	STM14_5512	4860643	4861728	1086
CP001363	sthD	STM14_5513	4861769	4862326	558
CP001363	sthB	STM14_5514	4862344	4864881	2538
CP001363	sthA	STM14_5515	4864927	4865610	684
CP001363	arcA	STM14_5519	4868202	4868918	717
CP001363	yjjY	STM14_5520	4869014	4869154	141
CP001363	lasT	STM14_5521	4869554	4870240	687
CP001363	avrA	STM14_3462	3030206	3031042	837
CP001363	sprB	STM14_3463	3031203	3031958	756
CP001363	hilC	STM14_3465	3032343	3033230	888
CP001363	orgC	STM14_3467	3033575	3034027	453
CP001363	orgB	STM14_3468	3034024	3034704	681
CP001363	orgA	STM14_3469	3034661	3035260	600
CP001363	prgK	STM14_3470	3035232	3035990	759
CP001363	prgJ	STM14_3471	3035987	3036292	306
CP001363	prgI	STM14_3472	3036311	3036553	243
CP001363	prgH	STM14_3473	3036578	3037756	1179
CP001363	hilD	STM14_3474	3038072	3039001	930
CP001363	hilA	STM14_3475	3040092	3041753	1662
CP001363	iagB	STM14_3476	3041771	3042253	483
CP001363	sptP	STM14_3477	3042307	3043938	1632
CP001363	sicP	STM14_3478	3043925	3044317	393
CP001363	iacP	STM14_3480	3044648	3044896	249
CP001363	sipA	STM14_3481	3044915	3046972	2058
CP001363	sipD	STM14_3482	3046991	3048022	1032
CP001363	sipC	STM14_3483	3048093	3049322	1230
CP001363	sipB	STM14_3484	3049350	3051131	1782
CP001363	sicA	STM14_3485	3051134	3051631	498
CP001363	spaS	STM14_3486	3051769	3052839	1071
CP001363	spaR	STM14_3487	3052826	3053617	792
CP001363	spaQ	STM14_3488	3053621	3053881	261
CP001363	spaP	STM14_3489	3053907	3054581	675
CP001363	spaO	STM14_3490	3054571	3055482	912
CP001363	invJ	STM14_3491	3055482	3056492	1011
CP001363	invI	STM14_3492	3056492	3056935	444
CP001363	invC	STM14_3493	3056913	3058208	1296
CP001363	invB	STM14_3494	3058205	3058612	408
CP001363	invA	STM14_3495	3058636	3060693	2058
CP001363	invE	STM14_3496	3060718	3061836	1119
CP001363	invG	STM14_3497	3061833	3063521	1689
CP001363	invF	STM14_3498	3063518	3064267	750
CP001363	invH	STM14_3499	3064625	3065068	444
CP001363	pphB	STM14_3509	3069007	3069663	657
CP001363	mutS	STM14_3511	3070515	3073082	2568
CP001363	ygbM	STM14_3517	3078268	3079044	777
CP001363	ygbL	STM14_3518	3079049	3079687	639
CP001363	ygbK	STM14_3519	3079684	3080946	1263
CP001363	ygbJ	STM14_3520	3080940	3081863	924
CP001363	ygbI	STM14_3521	3082060	3082824	765
CP001363	rpoS	STM14_3526	3085730	3086722	993
CP001363	nlpD	STM14_3527	3086785	3087918	1134
CP001363	pcm	STM14_3529	3088094	3088720	627
CP001363	surE	STM14_3530	3088714	3089475	762
CP001363	truD	STM14_3531	3089456	3090505	1050
CP001363	ispF	STM14_3532	3090502	3090981	480
CP001363	ispD	STM14_3533	3090981	3091691	711
CP001363	ftsB	STM14_3534	3091710	3092021	312
CP001363	ygbE	STM14_3536	3092212	3092568	357
CP001363	cysC	STM14_3537	3092586	3093191	606
CP001363	cysN	STM14_3538	3093178	3094617	1440
CP001363	cysD	STM14_3539	3094627	3095535	909
CP001363	iap	STM14_3540	3095786	3096832	1047
CP001363	ygbF	STM14_3541	3098419	3098715	297
CP001363	ygcH	STM14_3543	3099629	3100279	651
CP001363	yghJ	STM14_3545	3101018	3102076	1059
CP001363	ygcB	STM14_3548	3104215	3106878	2664
CP001363	sopD	STM14_3550	3107323	3108276	954
CP001363	cysH	STM14_3551	3108364	3109098	735
CP001363	cysI	STM14_3552	3109174	3110886	1713
CP001363	cysJ	STM14_3553	3110886	3112685	1800
CP001363	ptpS	STM14_3554	3113109	3113471	363
CP001363	ygcF	STM14_3556	3116366	3117037	672
CP001363	eno	STM14_3557	3117173	3118471	1299
CP001363	pyrG	STM14_3558	3118554	3120191	1638
CP001363	mazG	STM14_3559	3120419	3121219	801
CP001363	relA	STM14_3564	3122689	3124923	2235
CP001363	rumA	STM14_3565	3124975	3126270	1296
CP001363	barA	STM14_3566	3126328	3129084	2757
CP001363	gudD	STM14_3568	3130348	3131688	1341
CP001363	ygcY	STM14_3569	3131709	3133049	1341
CP001363	gudT	STM14_3570	3133046	3134404	1359
CP001363	yqcB	STM14_3573	3135353	3136135	783
CP001363	yqcC	STM14_3574	3136135	3136464	330
CP001363	csrB	STM14_3575	3136506	3136859	354
CP001363	syd	STM14_3576	3137076	3137621	546
CP001363	queF	STM14_3577	3137690	3138538	849
CP001363	ygdH	STM14_3578	3138651	3140015	1365
CP001363	sdaC	STM14_3581	3140580	3141869	1290
CP001363	sdaB	STM14_3582	3141928	3143295	1368
CP001363	xni	STM14_3584	3143406	3144221	816
CP001363	fucO	STM14_3586	3144313	3145461	1149
CP001363	fucA	STM14_3587	3145478	3146125	648
CP001363	fucP	STM14_3589	3146680	3147996	1317
CP001363	fucI	STM14_3590	3148028	3149803	1776
CP001363	fucK	STM14_3591	3149904	3151322	1419
CP001363	fucU	STM14_3592	3151324	3151746	423
CP001363	fucR	STM14_3593	3151804	3152514	711
CP001363	ygdE	STM14_3594	3152573	3153673	1101
CP001363	ygdD	STM14_3595	3153666	3154061	396
CP001363	gcvA	STM14_3596	3154080	3154997	918
CP001363	ygdI	STM14_3597	3155344	3155571	228
CP001363	csdA	STM14_3598	3155764	3156969	1206
CP001363	ygdK	STM14_3599	3156969	3157412	444
CP001363	ygdL	STM14_3602	3158651	3159457	807
CP001363	mltA	STM14_3603	3159567	3160664	1098
CP001363	metZ	STM14_3604	3160872	3160948	77
CP001363	metW	STM14_3605	3160978	3161054	77
CP001363	amiC	STM14_3606	3161164	3162417	1254
CP001363	argA	STM14_3607	3162650	3163981	1332
CP001363	recD	STM14_3608	3164084	3165919	1836
CP001363	recB	STM14_3609	3165916	3169461	3546
CP001363	ptr	STM14_3610	3169454	3172342	2889
CP001363	recC	STM14_3611	3172520	3175891	3372
CP001363	ppdC	STM14_3612	3175907	3176227	321
CP001363	ygdB	STM14_3613	3176212	3176619	408
CP001363	ppdB	STM14_3614	3176616	3177179	564
CP001363	ppdA	STM14_3615	3177170	3177640	471
CP001363	thyA	STM14_3617	3177825	3178619	795
CP001363	lgt	STM14_3618	3178626	3179501	876
CP001363	ptsP	STM14_3620	3179717	3181963	2247
CP001363	ygdP	STM14_3621	3181976	3182506	531
CP001363	mutH	STM14_3627	3183189	3183884	696
CP001363	ygdQ	STM14_3629	3184066	3184779	714
CP001363	ygdR	STM14_3630	3184949	3185167	219
CP001363	tas	STM14_3632	3185358	3186398	1041
CP001363	ygeD	STM14_3633	3186485	3187687	1203
CP001363	aas	STM14_3634	3187680	3189839	2160
CP001363	galR	STM14_3636	3190432	3191460	1029
CP001363	lysA	STM14_3638	3192503	3193765	1263
CP001363	lysR	STM14_3639	3193883	3194818	936
CP001363	ygeA	STM14_3640	3194790	3195497	708
CP001363	araE	STM14_3641	3195610	3197028	1419
CP001363	kduD	STM14_3643	3197382	3198143	762
CP001363	kduI	STM14_3644	3198200	3199036	837
CP001363	yqeF	STM14_3646	3199466	3200644	1179
CP001363	yohL	STM14_3651	3203591	3203863	273
CP001363	yohM	STM14_3652	3203985	3204893	909
CP001363	stdC	STM14_3656	3207577	3208320	744
CP001363	stdB	STM14_3657	3208361	3210850	2490
CP001363	stdA	STM14_3659	3210970	3211680	711
CP001363	glyU	STM14_3668	3216560	3216633	74
CP001363	idi	STM14_3671	3217736	3218281	546
CP001363	lysS	STM14_3672	3218357	3219874	1518
CP001363	prfB	STM14_3673	3219884	3220960	1077
CP001363	recJ	STM14_3674	3221087	3222820	1734
CP001363	dsbC	STM14_3675	3222826	3223539	714
CP001363	xerD	STM14_3676	3223563	3224459	897
CP001363	fldB	STM14_3677	3224572	3225093	522
CP001363	ygfX	STM14_3678	3225146	3225559	414
CP001363	ygfY	STM14_3679	3225540	3225806	267
CP001363	ygfZ	STM14_3681	3226056	3227036	981
CP001363	yqfA	STM14_3682	3227152	3227811	660
CP001363	yqfB	STM14_3683	3227975	3228286	312
CP001363	bglA	STM14_3684	3228445	3229878	1434
CP001363	gcvP	STM14_3687	3231275	3234148	2874
CP001363	gcvH	STM14_3688	3234311	3234700	390
CP001363	gcvT	STM14_3689	3234726	3235820	1095
CP001363	visC	STM14_3692	3236275	3237477	1203
CP001363	ubiH	STM14_3694	3237603	3238781	1179
CP001363	pepP	STM14_3695	3238778	3240094	1317
CP001363	ygfB	STM14_3696	3240120	3240698	579
CP001363	ygfE	STM14_3697	3240865	3241194	330
CP001363	ygfA	STM14_3698	3241488	3242036	549
CP001363	serA	STM14_3699	3242417	3243649	1233
CP001363	rpiA	STM14_3701	3243915	3244574	660
CP001363	iciA	STM14_3703	3244728	3245621	894
CP001363	yggE	STM14_3705	3245887	3246633	747
CP001363	yggA	STM14_3706	3246727	3247362	636
CP001363	yggB	STM14_3707	3247562	3248422	861
CP001363	fba	STM14_3708	3248649	3249728	1080
CP001363	pgk	STM14_3709	3249830	3250993	1164
CP001363	epd	STM14_3710	3251015	3252061	1047
CP001363	tktA	STM14_3717	3255531	3257522	1992
CP001363	yggG	STM14_3719	3257798	3258556	759
CP001363	speB	STM14_3720	3258657	3259577	921
CP001363	speA	STM14_3729	3268047	3270023	1977
CP001363	yqgB	STM14_3730	3270032	3270163	132
CP001363	yqgC	STM14_3731	3270284	3270502	219
CP001363	yqgD	STM14_3732	3270458	3270757	300
CP001363	metK	STM14_3733	3270813	3271967	1155
CP001363	galP	STM14_3735	3272460	3273854	1395
CP001363	sprT	STM14_3736	3273933	3274430	498
CP001363	endA	STM14_3737	3274525	3275232	708
CP001363	yggJ	STM14_3738	3275309	3276040	732
CP001363	gshB	STM14_3739	3276060	3277007	948
CP001363	yqgE	STM14_3740	3277223	3277786	564
CP001363	yqgF	STM14_3741	3277786	3278202	417
CP001363	yggR	STM14_3743	3279067	3280047	981
CP001363	yggS	STM14_3744	3280065	3280769	705
CP001363	yggT	STM14_3745	3280788	3281354	567
CP001363	yggU	STM14_3746	3281351	3281641	291
CP001363	yggV	STM14_3747	3281649	3282242	594
CP001363	yggW	STM14_3748	3282235	3283371	1137
CP001363	yggM	STM14_3749	3283462	3284469	1008
CP001363	ansB	STM14_3750	3284602	3285648	1047
CP001363	yggN	STM14_3752	3285837	3286556	720
CP001363	yggL	STM14_3753	3286606	3286932	327
CP001363	trmB	STM14_3754	3286932	3287651	720
CP001363	mutY	STM14_3755	3287806	3288858	1053
CP001363	yggX	STM14_3756	3288886	3289161	276
CP001363	mltC	STM14_3758	3289274	3290359	1086
CP001363	nupG	STM14_3760	3290576	3290963	388
CP001363	speC	STM14_3761	3291025	3293160	2136
CP001363	yqgA	STM14_3764	3293585	3294292	708
CP001363	pheV	STM14_3765	3294398	3294473	76
CP001363	gsp	STM14_3802	3320597	3322453	1857
CP001363	yghU	STM14_3804	3322680	3323546	867
CP001363	hybG	STM14_3807	3325452	3325700	249
CP001363	hypA_2	STM14_3808	3325728	3326069	342
CP001363	hybE	STM14_3809	3326062	3326550	489
CP001363	hybD	STM14_3810	3326543	3327037	495
CP001363	hybC	STM14_3811	3327037	3328740	1704
CP001363	hybB	STM14_3812	3328737	3329915	1179
CP001363	hybA	STM14_3813	3329905	3330891	987
CP001363	hypO	STM14_3814	3330894	3332012	1119
CP001363	yghW	STM14_3816	3332202	3332489	288
CP001363	yqhA	STM14_3818	3334524	3335018	495
CP001363	yghA	STM14_3823	3336830	3337714	885
CP001363	exbD	STM14_3824	3337827	3338252	426
CP001363	exbB	STM14_3825	3338259	3338993	735
CP001363	metC	STM14_3827	3339110	3340432	1323
CP001363	yghB	STM14_3828	3340572	3341231	660
CP001363	yqhC	STM14_3829	3341295	3342212	918
CP001363	yqhD	STM14_3831	3342387	3343550	1164
CP001363	dkgA	STM14_3832	3343656	3344483	828
CP001363	ygiR	STM14_3839	3347189	3349360	2172
CP001363	ygiK	STM14_3843	3351366	3352673	1308
CP001363	sufI	STM14_3844	3352718	3354130	1413
CP001363	plsC	STM14_3845	3354204	3354941	738
CP001363	parC	STM14_3846	3355198	3357456	2259
CP001363	ygiW	STM14_3848	3358505	3358897	393
CP001363	ygiX	STM14_3849	3358896	3359708	813
CP001363	ygiY	STM14_3850	3359705	3361054	1350
CP001363	mdaB	STM14_3852	3361161	3361742	582
CP001363	ygiN	STM14_3853	3361774	3362088	315
CP001363	parE	STM14_3854	3362213	3364105	1893
CP001363	yqiA	STM14_3855	3364133	3364714	582
CP001363	icc	STM14_3856	3364714	3365541	828
CP001363	yqiB	STM14_3857	3365566	3365988	423
CP001363	nudF	STM14_3858	3365985	3366617	633
CP001363	tolC	STM14_3859	3366824	3368293	1470
CP001363	ygiB	STM14_3861	3368506	3369177	672
CP001363	ygiC	STM14_3862	3369183	3370346	1164
CP001363	ygiD	STM14_3863	3370408	3371238	831
CP001363	ygiE	STM14_3864	3371337	3372110	774
CP001363	ribB	STM14_3869	3376103	3376756	654
CP001363	yqiC	STM14_3870	3377079	3377492	414
CP001363	glgS	STM14_3871	3377566	3377775	210
CP001363	yqiK	STM14_3874	3378672	3380351	1680
CP001363	rfaE	STM14_3876	3380811	3382244	1434
CP001363	glnE	STM14_3877	3382292	3385135	2844
CP001363	ygiF	STM14_3878	3385253	3386554	1302
CP001363	ygiM	STM14_3879	3386796	3387410	615
CP001363	cca	STM14_3880	3387473	3388714	1242
CP001363	uppP	STM14_3881	3388819	3389643	825
CP001363	folB	STM14_3882	3389738	3390100	363
CP001363	ygiH	STM14_3883	3390204	3390815	612
CP001363	gcp	STM14_3885	3391066	3392079	1014
CP001363	rpsU	STM14_3886	3392307	3392522	216
CP001363	dnaG	STM14_3887	3392758	3394503	1746
CP001363	rpoD	STM14_3888	3394518	3396500	1983
CP001363	mug	STM14_3889	3396624	3397130	507
CP001363	yqjH	STM14_3891	3397411	3398178	768
CP001363	yqjI	STM14_3892	3398410	3399057	648
CP001363	aer	STM14_3894	3401007	3402527	1521
CP001363	oat	STM14_3896	3402930	3404336	1407
CP001363	fadH	STM14_3898	3404507	3406525	2019
CP001363	ygjO	STM14_3899	3406606	3407742	1137
CP001363	ygjP	STM14_3900	3407828	3408325	498
CP001363	ygjQ	STM14_3902	3408477	3409169	693
CP001363	ygjR	STM14_3903	3409258	3410256	999
CP001363	ygjT	STM14_3905	3410529	3411497	969
CP001363	ygjU	STM14_3906	3411752	3412996	1245
CP001363	yqjA	STM14_3908	3413446	3414108	663
CP001363	yqjB	STM14_3909	3414112	3414495	384
CP001363	yqjC	STM14_3910	3414640	3415008	369
CP001363	yqjD	STM14_3911	3415050	3415355	306
CP001363	yqjE	STM14_3912	3415358	3415756	399
CP001363	yqjK	STM14_3913	3415753	3416052	300
CP001363	yqjF	STM14_3914	3416197	3416682	486
CP001363	yqjG	STM14_3915	3416750	3417736	987
CP001363	yhaH	STM14_3916	3417860	3418225	366
CP001363	yhaJ	STM14_3917	3418264	3419160	897
CP001363	yhaK	STM14_3918	3419265	3419966	702
CP001363	rseC	STM14_3231	2831147	2831626	480
CP001363	rseB	STM14_3232	2831623	2832579	957
CP001363	rseA	STM14_3233	2832579	2833229	651
CP001363	rpoE	STM14_3234	2833261	2833836	576
CP001363	nadB	STM14_3237	2834261	2835883	1623
CP001363	yfiC	STM14_3238	2835868	2836605	738
CP001363	srmB	STM14_3240	2836736	2838070	1335
CP001363	yfiE	STM14_3241	2838088	2838987	900
CP001363	yfiK	STM14_3242	2839090	2839677	588
CP001363	yfiD	STM14_3243	2839739	2840122	384
CP001363	ung	STM14_3244	2840441	2841130	690
CP001363	yfiF	STM14_3245	2841246	2842283	1038
CP001363	trxC	STM14_3246	2842487	2842906	420
CP001363	yfiP	STM14_3247	2842979	2843659	681
CP001363	yfiQ	STM14_3248	2843713	2846373	2661
CP001363	pssA	STM14_3250	2846488	2847843	1356
CP001363	yfiM	STM14_3251	2847888	2848211	324
CP001363	kgtP	STM14_3252	2848208	2849509	1302
CP001363	rrfG	STM14_3254	2850273	2850394	122
CP001363	rrlG	STM14_3256	2850587	2853680	3094
CP001363	gltW	STM14_3257	2853874	2853949	76
CP001363	rrsG	STM14_3258	2854034	2855576	1543
CP001363	clpB	STM14_3261	2856032	2858605	2574
CP001363	yfiH	STM14_3262	2858735	2859466	732
CP001363	rluD	STM14_3263	2859463	2860443	981
CP001363	yfiO	STM14_3264	2860575	2861312	738
CP001363	yfiA	STM14_3266	2861584	2861922	339
CP001363	pheA	STM14_3268	2862173	2863333	1161
CP001363	tyrA	STM14_3270	2864260	2865381	1122
CP001363	aroF	STM14_3271	2865391	2866461	1071
CP001363	yfiR	STM14_3274	2866901	2867419	519
CP001363	yfiN	STM14_3275	2867412	2868632	1221
CP001363	rplS	STM14_3276	2868789	2869136	348
CP001363	trmD	STM14_3277	2869177	2869944	768
CP001363	rimM	STM14_3278	2869989	2870537	549
CP001363	rpsP	STM14_3279	2870556	2870804	249
CP001363	ffh	STM14_3281	2871118	2872479	1362
CP001363	corE	STM14_3283	2872645	2873436	792
CP001363	yfjD	STM14_3284	2873546	2874742	1197
CP001363	grpE	STM14_3286	2875503	2876093	591
CP001363	ppnK	STM14_3288	2876216	2877094	879
CP001363	recN	STM14_3289	2877180	2878841	1662
CP001363	smpA	STM14_3290	2878990	2879328	339
CP001363	yfjF	STM14_3292	2879494	2879784	291
CP001363	yfjG	STM14_3293	2879774	2880250	477
CP001363	smpB	STM14_3294	2880400	2880882	483
CP001363	fljA	STM14_3337	2932857	2933396	540
CP001363	fljB	STM14_3338	2933464	2934984	1521
CP001363	hin	STM14_3339	2935076	2935648	573
CP001363	iroB	STM14_3344	2936611	2937726	1116
CP001363	iroC	STM14_3345	2937807	2941460	3654
CP001363	iroD	STM14_3346	2941570	2942814	1245
CP001363	iroE	STM14_3347	2942846	2943781	936
CP001363	iroN	STM14_3348	2943823	2946003	2181
CP001363	pipB2	STM14_3350	2947036	2948088	1053
CP001363	virK	STM14_3352	2948607	2949536	930
CP001363	mig-14	STM14_3354	2949829	2950725	897
CP001363	nixA	STM14_3358	2951447	2952460	1014
CP001363	tctE	STM14_3359	2952593	2954008	1416
CP001363	tctD	STM14_3360	2953995	2954669	675
CP001363	ygaF	STM14_3366	2959078	2960346	1269
CP001363	gabD	STM14_3367	2960368	2961816	1449
CP001363	gabT	STM14_3368	2961831	2963114	1284
CP001363	gabP	STM14_3369	2963244	2964644	1401
CP001363	ygaE	STM14_3370	2964686	2965363	678
CP001363	ygaU	STM14_3371	2965385	2965834	450
CP001363	yqaE	STM14_3373	2965934	2966092	159
CP001363	ygaP	STM14_3375	2966584	2967111	528
CP001363	stpA	STM14_3377	2967459	2967860	402
CP001363	ygaC	STM14_3381	2969043	2969393	351
CP001363	ygaM	STM14_3383	2969543	2969881	339
CP001363	nrdH	STM14_3387	2972091	2972336	246
CP001363	nrdI	STM14_3388	2972333	2972743	411
CP001363	nrdE	STM14_3389	2972716	2974860	2145
CP001363	nrdF	STM14_3390	2974871	2975830	960
CP001363	proV	STM14_3391	2976185	2977387	1203
CP001363	proW	STM14_3392	2977380	2978444	1065
CP001363	proX	STM14_3393	2978514	2979509	996
CP001363	emrR	STM14_3397	2981355	2981885	531
CP001363	emrA	STM14_3399	2982012	2983184	1173
CP001363	emrB	STM14_3400	2983201	2984739	1539
CP001363	luxS	STM14_3402	2986504	2987019	516
CP001363	gshA	STM14_3403	2987169	2988725	1557
CP001363	yqaA	STM14_3404	2988802	2989227	426
CP001363	yqaB	STM14_3405	2989224	2989790	567
CP001363	csrA	STM14_3412	2991185	2991370	186
CP001363	alaS	STM14_3413	2991605	2994235	2631
CP001363	recX	STM14_3416	2994471	2994971	501
CP001363	recA	STM14_3417	2995088	2996149	1062
CP001363	ygaD	STM14_3418	2996234	2996731	498
CP001363	mltB	STM14_3420	2997209	2998288	1080
CP001363	srlA	STM14_3422	2998542	2999105	564
CP001363	srlE	STM14_3423	2999102	3000073	972
CP001363	slrB	STM14_3424	3000085	3000447	363
CP001363	srlD	STM14_3425	3000459	3001238	780
CP001363	gutM	STM14_3426	3001314	3001673	360
CP001363	srlR	STM14_3428	3001871	3002644	774
CP001363	gutQ	STM14_3429	3002637	3003602	966
CP001363	ygaA	STM14_3430	3003599	3005119	1521
CP001363	ygbD	STM14_3432	3006741	3007874	1134
CP001363	hypF	STM14_3434	3007971	3010211	2241
CP001363	hydN	STM14_3436	3010357	3010902	546
CP001363	hycI	STM14_3439	3011939	3012409	471
CP001363	hycH	STM14_3440	3012402	3012812	411
CP001363	hycG	STM14_3441	3012809	3013576	768
CP001363	hycF	STM14_3442	3013576	3014118	543
CP001363	hycE	STM14_3443	3014128	3015837	1710
CP001363	hycD	STM14_3444	3015855	3016778	924
CP001363	hycC	STM14_3445	3016781	3018607	1827
CP001363	hycB	STM14_3446	3018607	3019215	609
CP001363	hycA	STM14_3448	3019361	3019822	462
CP001363	hypA_1	STM14_3450	3020032	3020388	357
CP001363	hypB	STM14_3451	3020457	3021329	873
CP001363	hypC	STM14_3452	3021320	3021592	273
CP001363	hypD	STM14_3453	3021592	3022713	1122
CP001363	hypE	STM14_3454	3022710	3023720	1011
CP001363	fhlA	STM14_3455	3023828	3026017	2190
CP001363	ygbA	STM14_3456	3026079	3026423	345
CP001363	sitA	STM14_3458	3026605	3027522	918
CP001363	sitB	STM14_3459	3027519	3028340	822
CP001363	sitC	STM14_3460	3028337	3029197	861
CP001363	sitD	STM14_3461	3029188	3030036	849
CP001363	aceB	STM14_5029	4415577	4417178	1602
CP001363	aceA	STM14_5030	4417210	4418514	1305
CP001363	aceK	STM14_5032	4418616	4420367	1752
CP001363	iclR	STM14_5034	4420749	4421573	825
CP001363	metH	STM14_5035	4421772	4425560	3789
CP001363	yjbB	STM14_5036	4425827	4427458	1632
CP001363	pepE	STM14_5037	4427534	4428223	690
CP001363	yjbC	STM14_5040	4429017	4429886	870
CP001363	yjbD	STM14_5041	4429883	4430155	273
CP001363	lysC	STM14_5074	4452008	4453357	1350
CP001363	pgi	STM14_5075	4453702	4455351	1650
CP001363	yjbE	STM14_5076	4455795	4456037	243
CP001363	yjbF	STM14_5077	4456071	4456739	669
CP001363	yjbG	STM14_5078	4456736	4457473	738
CP001363	yjbH	STM14_5079	4457473	4459569	2097
